"nama_usaha","alamat","lama usaha","tahun","kemitraan","aset (jutaan)","omzet (ribuan) perbulan","jml_naker","surat Izin"
"BATIK TULIS-MASRIFAH","DSN NONGBADUNG (KECAMATAN TANJUNG BUMI)","24","1999","8","620000000","13550000","1","SIUP"
"BATIK TULIS-USWETUN HASANAH","DSN NONGBADUNG (KECAMATAN TANJUNG BUMI)","13","2010","8","620000000","14850000","1","SIUP"
"BATIK TULIS -SAWIYAH","DSN TEBBANAH (KECAMATAN TANJUNG BUMI)","19","2004","8","650000000","1650000","1","SIUP"
"BATIK TULIS -YUMNA","DSN TEBBANAH (KECAMATAN TANJUNG BUMI)","20","2003","8","650000000","1750000","1","SIUP"
"BATIK TULIS - MISNATI","DSN TEBBANAH (KECAMATAN TANJUNG BUMI)","18","2005","8","650000000","1850000","1","SIUP"
"BATIK TULIS - MUNAWWAROH","DSN NONGBADUNG (KECAMATAN TANJUNG BUMI)","21","2002","8","650000000","7500000","1","SIUP"
"BATIK TULIS-ARSIYEH","DSN NONGBADUNG (KECAMATAN TANJUNG BUMI)","39","1984","8","650000000","9850000","1","SIUP"
"BATIK TULIS- MALIYAH","DSN TEBBENAH (KECAMATAN TANJUNG BUMI)","18","2005","8","650000000","17350000","1","SIUP"
"BATIK TULIS-PUNISA","DSN DENGKAH (KECAMATAN TANAH MERAH)","26","1997","8","670000000","19850000","1","SIUP"
"BATIK TULIS-MASIYEH","DSN TEBBANAH (KECAMATAN TANJUNG BUMI)","18","2005","8","750000000","17000000","1","SIUP"
"BATIK TULIS - ROHAYYAH","DSN PANGPAJUNG (KECAMATAN MODUNG)","18","2005","8","750000000","19150000","1","SIUP"
"BATIK TULIS-HJ TOYYIBAH","DSN TEBBANAH (KECAMATAN TANJUNG BUMI)","18","2005","8","750000000","19650000","1","SIUP"
"BATIK TULIS-SUKARSI","DSN PANGPAJUNG (KECAMATAN MODUNG)","18","2005","8","750000000","21950000","1","SIUP"
"BATIK TULIROMLAH","DSN PANGPAJUNG (KECAMATAN MODUNG)","17","2006","8","765000000","19180000","1","SIUP"
"BATIK TULIS - YATIK","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","26","1997","8","1000000000","48000000","1","SIUP"
"BATIK TULIS-LIHA","DSN DENGKAH (KECAMATAN TANAH MERAH)","29","1994","8","4900000000","29750000","1","SIUP"
"BATIK TULIS - NASIROH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","29","1994","8","5000000000","67200000","1","SIUP"
"BATIK TULIS-RIA","DSN DENGKAH (KECAMATAN TANAH MERAH)","29","1994","8","5300000000","19950000","1","SIUP"
"BATIK TULIS -TIWARAH","DSN DENGKAH (KECAMATAN TANAH MERAH)","31","1992","8","5500000000","245000000","1","SIUP"
"BATIK TULIS-SUMARAH","DSN NONG BADUNG (KECAMATAN TANJUNG BUMI)","36","1987","8","5600000000","97500000","1","SIUP"
"BATIK TULIS HARIROH","DSN DENGKAH (KECAMATAN TANAH MERAH)","27","1996","8","5700000000","14500000","1","SIUP"
"BATIK TULIS SAK A","DSN DENGKAH (KECAMATAN TANAH MERAH)","28","1995","8","5800000000","16500000","1","SIUP"
"BATIK TULIS -SUMRIYAH","DSN DENGKAH (KECAMATAN TANAH MERAH)","27","1996","8","5800000000","17500000","1","SIUP"
"BATIK TULIS RUSDEH","DSN DENGKAH (KECAMATAN TANAH MERAH)","30","1993","8","5800000000","18450000","1","SIUP"
"BATIK TULIS ASMAH","DSN NONG BADUNG (KECAMATAN TANJUNG BUMI)","19","2004","8","6100000000","12500000","1","SIUP"
"BATIK TULIS - SULIJEH","DSN. DENGKAH (KECAMATAN TANJUNG BUMI)","28","1995","8","6100000000","15500000","1","SIUP"
"BATIK TULIS-HJ MISRIYAH","DSN DENGKAH (KECAMATAN TANAH MERAH)","26","1997","8","6100000000","17550000","1","SIUP"
"BATIK TULIS -TIMAH","DSN DENGKAH (KECAMATAN TANAH MERAH)","30","1993","8","6100000000","18350000","1","SIUP"
"BATIK TULIS -NISA","DSN NONG BADUNG (KECAMATAN TANJUNG BUMI)","34","1989","8","6100000000","95500000","1","SIUP"
"BATIK TULIS -MUYI","DSN DENGKAH (KECAMATAN TANAH MERAH)","28","1995","8","6100000000","153500000","1","SIUP"
"BATIK TULIS-KAMILAH","DSN DENGKAH (KECAMATAN TANAH MERAH)","29","1994","8","6100000000","174500000","1","SIUP"
"BATIK TULIS - MISTIYEH","DSN DENGKAH (KECAMATAN TANAH MERAH)","27","1996","8","6100000000","175000000","1","proses pengurusan"
"BATIK TULIS - SERIK AH","DSN DENGKAH (KECAMATAN TANAH MERAH)","26","1997","8","6200000000","19700000","1","SIUP"
"BATIK TULIS - NORSIYEH","DSN DENGKAH (KECAMATAN TANAH MERAH)","27","1996","8","6300000000","18550000","1","SIUP"
"BATIK TULIS - SANIMA","DSN DENGKAH (KECAMATAN TANAH MERAH)","30","1993","8","6400000000","187500000","1","SIUP"
"BATIK TULIS-NATI","DSN NONG BADUNG (KECAMATAN TANJUNG BUMI)","17","2006","8","6500000000","11500000","1","SIUP"
"BATIK TULIS - SUMAYYAH","DSN NONG BADUNG (KECAMATAN TANJUNG BUMI)","15","2008","8","6500000000","14500000","1","SIUP"
"BATIK TULIS -EBBE","DSN DENGKAH (KECAMATAN TANAH MERAH)","35","1988","8","6500000000","16750000","1","SIUP"
"BATIK TLIS HATIJEH","DSN DENGKAH (KECAMATAN TANAH MERAH)","29","1994","8","6500000000","18750000","1","SIUP"
"BATIK TULIS - SUDEH","DSN DENGKAH (KECAMATAN TANAH MERAH)","29","1994","8","6500000000","175000000","1","SIUP"
"BATIK TULIS-SATIYEH","DSN PANGPAJUNG (KECAMATAN MODUNG)","17","2006","8","6543000000","108170000","1","SIUP"
"BATIK TULIS-SURIYEH","DSN PANGPAJUNG (KECAMATAN MODUNG)","14","2009","8","6743000000","10350000","1","SIUP"
"BATIK TULIS - SAKDIYAH","DSN PANGPAJUNG (KECAMATAN MODUNG)","17","2006","8","6874000000","10650000","1","tidak memiliki"
"BATIK TULIS-MARLIYE","DSN DENGKAH (KECAMATAN TANAH MERAH)","30","1993","8","7200000000","21600000","1","tidak memiliki"
"BATIK TULIS - HAFIDOH","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","43","1980","8","250000000","37000000","1","tidak memiliki"
"BATIK TULIS - SULIYAH","DSN PANGPAJUNG (KECAMATAN MODUNG)","17","2006","8","650000000","10900000","1","tidak memiliki"
"BATIK TULIS -SUHAIRIYAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","23","2000","8","100000000","15000000","1","tidak memiliki"
"BATIK TULIS - MARSIA","DSN MANGKON (KECAMATAN AROSBAYA)","26","1997","8","56000000","23500000","1","tidak memiliki"
"BATIK TULSI - ROMLI","DSN MANGKON (KECAMATAN AROSBAYA)","17","2006","8","58000000","19790000","1","tidak memiliki"
"BATIK TULIS - AROFAH","DSN MANGKON (KECAMATAN AROSBAYA)","17","2006","8","64000000","24500000","1","tidak memiliki"
"BATIK TULIS -TIPAH","DUSUN RANGMANTEN (KECAMATAN TANJUNG BUMI)","30","1993","8","250000000","40000000","1","tidak memiliki"
"BATIK TULIS-JEMILA","DSN TEBBANAH (KECAMATAN TANJUNG BUMI)","23","2000","8","850000000","2150000","1","tidak memiliki"
"USAHA BATIK TULIS/ RAHMAWATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","51000000","28750000","1","tidak memiliki"
"USAHA BATIK TULIS/ KAMA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","35","1988","4","57000000","31250000","1","tidak memiliki"
"USAHA BATIK TULIS/ AMMARAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","27","1996","4","40000000","19750000","1","tidak memiliki"
"USAHA BATIK TULIS/ MINATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","45000000","21858000","1","tidak memiliki"
"USAHA BATIK TULIS/ ASANI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","36","1987","4","47000000","26750000","1","tidak memiliki"
"USAHA BATIK TULIS/ RUSDAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","47000000","28700000","1","SIUP"
"USAHA BATIK TULIS/ MISRIYEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","48000000","3150000","1","tidak memiliki"
"USAHA BATIK TULIS/ ESA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","50000000","24500000","1","tidak memiliki"
"USAHA BATIK TULIS/ JU HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","24","1999","4","52000000","31250000","1","tidak memiliki"
"USAHA BATIK TULIS/ DEWI HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","56000000","34600000","1","tidak memiliki"
"USAHA BATIK TULIS/ SULAIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","60000000","25500000","1","tidak memiliki"
"USAHA BATIK TULIS/ UMMI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","31","1992","4","60000000","32500000","1","tidak memiliki"
"USAHA BATIK TULIS/ KULSUM HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","24","1999","4","60000000","32500000","1","SIUP"
"USAHA BATIK TULIS/ YANTI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","65000000","31500000","1","tidak memiliki"
"USAHA BATIK TULIS-WALIYAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","30","1993","8","1968000000","36000000","1","tidak memiliki"
"USAHA BATIK TULIS/ KARIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","43000000","27750000","1","tidak memiliki"
"BATIK TULIS - MUHLIS","DSN TAJUNG (KECAMATAN TANJUNG BUMI)","13","2010","1","100000000","14400000","1","tidak memiliki"
"USAHA BATIK TULIS-ASPATE","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","14","2009","8","79000000","38670000","1","tidak memiliki"
"BATIK - JUMAYYAH","DSN LARANGAN (KECAMATAN KLAMPIS)","25","1998","8","2500000000","62500000","1","tidak memiliki"
"BATIK TULIS - SANIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","23","2000","8","4500000000","72000000","1","tidak memiliki"
"USAHA BATIK TULIS/ SATOMA","DSN MONGGUH (KECAMATAN BLEGA)","25","1998","1","210000000","74300000","1","tidak memiliki"
"BATIK TULIS/SUTIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","20","2003","4","38000000","16500000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/SUMI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","38000000","17500000","1","tidak memiliki"
"BATIK TULIS/SITTI HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","41","1982","4","38000000","17700000","1","tidak memiliki"
"BATIK TULIS/ SAHRATUN HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","38000000","20500000","1","SIUP"
"BATIK TULIS/MAIMUNA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","39000000","16700000","1","tidak memiliki"
"BATIK TULIS/ MARYAM HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","39000000","17600000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/SARI HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","39000000","18500000","1","tidak memiliki"
"BATIK TULIS/ SUBUR HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","16","2007","4","40000000","17500000","1","tidak memiliki"
"BATIK TULIS/ KAMARIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","40000000","18700000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/ RASMI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","40000000","18700000","1","tidak memiliki"
"BATIK TULIS/ SUMINI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","40000000","18700000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/SUNAISEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","40000000","19700000","1","tidak memiliki"
"BATIK TULIS/ NURHASANAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","19","2004","4","41000000","19800000","1","tidak memiliki"
"BATIK TULIS/ROSIDAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","41000000","20500000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/NUR HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","41000000","21500000","1","tidak memiliki"
"BATIK TULIS/ ESSO","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","42000000","17500000","1","tidak memiliki"
"BATIK TULIS/ MUNA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","24","1999","4","42000000","19000000","1","tidak memiliki"
"BATIK TULIS/ ROHMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","42000000","19750000","1","tidak memiliki"
"BATIK TULIS/RUMZEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","42000000","20000000","1","tidak memiliki"
"BATIK TULIS/ SAHRATUN HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","43000000","19500000","1","tidak memiliki"
"BATIK TULIS/ROHILAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","43000000","20300000","1","tidak memiliki"
"BATIK TULIS/ MISTIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","43000000","21000000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/MINA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","43000000","21250000","1","SIUP"
"BATIK TULIS KAIN BIASA/ERNA","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","21","2002","4","44000000","19250000","1","SIUP"
"BATIK TULIS/ ERRIS","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","44000000","21400000","1","tidak memiliki"
"BATIK TULIS/ ISEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","35","1988","4","45000000","18000000","1","tidak memiliki"
"BATIK TULIS/MINA HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","19","2004","4","45000000","19000000","1","tidak memiliki"
"BATIK TULIS/ JUHAIRIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","45000000","19800000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/ZEIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","45000000","22250000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/SUKARNI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","36","1987","4","45000000","22500000","1","tidak memiliki"
"USAHA BATIK TULIS/ PATMI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","45000000","37500000","1","proses pengurusan"
"BATIK TULIS KAIN BIASA/ESSU","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","47000000","20500000","1","tidak memiliki"
"BATIK TULIS/ MIS","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","47000000","21600000","1","tidak memiliki"
"BATIK TULIS/ MAKKIYAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","47000000","22250000","1","tidak memiliki"
"BATIK TULIS/SUSMIATI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","19","2004","4","47000000","23300000","1","tidak memiliki"
"BATIK TULIS/ SAKDIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","47000000","26750000","1","tidak memiliki"
"USAHA BATIK TULIS/ SULAIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","47000000","42500000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/MISTIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","48000000","18700000","1","tidak memiliki"
"BATIK TULIS/ ISSEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","48000000","21600000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/MUS","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","38","1985","4","48000000","27250000","1","tidak memiliki"
"USAHA BATIK TULIS/ SILAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","48000000","31500000","1","tidak memiliki"
"BATIK TULIS/ MALIYEH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","49000000","20500000","1","tidak memiliki"
"BATIK TULIS/ EJJU","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","30","1993","4","49000000","22750000","1","tidak memiliki"
"BATIK TULIS/ AINIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","49000000","24600000","1","SIUP"
"BATIK TULIS/ SULAIDAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","50000000","22250000","1","tidak memiliki"
"BATIKTULIS/RASMIYAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","32","1991","4","50000000","27500000","1","tidak memiliki"
"BATIK TULIS/NUR HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","26","1997","4","50000000","28650000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/NINING","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","18","2005","4","50000000","29600000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/ SAODAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","36","1987","4","51000000","30500000","1","tidak memiliki"
"USAHA BATIK TULIS/ HASIMAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","28","1995","4","51000000","45000000","1","tidak memiliki"
"BATIK TULIS/ SATU HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","36","1987","4","52000000","23500000","1","tidak memiliki"
"BATIK TULIS/ NOR","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","52000000","28750000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/HOY","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","52000000","32600000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/TURAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","23","2000","4","53000000","33750000","1","tidak memiliki"
"BATIK TULIS/ HO","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","22","2001","4","55000000","26000000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/KAMILAH","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","25","1998","4","56000000","31500000","1","tidak memiliki"
"BATIK TULIS/ HAMIDAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","29","1994","4","57000000","29750000","1","SIUP"
"BATIK TULIS/ TUMI","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","33","1990","4","61000000","31600000","1","tidak memiliki"
"BATIK TULIS KAIN BIASA/TURAH HJ","DSN JATREBUNG (KECAMATAN TANJUNG BUMI)","36","1987","4","61000000","34250000","1","tidak memiliki"
"USAHA BATIK TULIS -HOSNIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","27","1996","8","25000000","47900000","1","tidak memiliki"
"USAHA BATIK TULIS-NURSIA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","30","1993","8","44000000","26780000","1","tidak memiliki"
"USAHA BATIK TULIS-MURIDEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","48000000","34900000","1","tidak memiliki"
"USAHA  BATIK TULIS-MULOS","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","30","1993","8","58000000","29680000","1","tidak memiliki"
"USAHA BATIK TULIS -HJ.MISTIYEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","20","2003","8","64000000","21150000","1","SIUP"
"USAHA BATIK TULIS-ERNA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","17","2006","8","66000000","19890000","1","tidak memiliki"
"USAHA BATIK TULIS -HOSIAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","28","1995","8","66000000","22600000","1","tidak memiliki"
"USAHA BATIK TULIS-MARSIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","67000000","32700000","1","tidak memiliki"
"USAHA BATIK TULIS-SATOMA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","16","2007","8","69000000","25250000","1","tidak memiliki"
"USAHA BATIK -HJ.SUS","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","14","2009","8","70000000","17600000","1","tidak memiliki"
"USAHA BATIK TULIS -NUR HAYATI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","70000000","18000000","1","tidak memiliki"
"USAHA BATIK TULIS-HANISEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","17","2006","8","72000000","34400000","1","SIUP"
"USAHA BATIK TULIS-DEWI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","29","1994","8","75000000","36600000","1","SIUP"
"USAHA BATIK TULIS -MARYAM","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","31","1992","8","76000000","29000000","1","SIUP"
"USAHA BATIK TULIS-HJ SATEHA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","25","1998","8","80000000","21860000","1","SIUP"
"USAHA BATIK TULIS-TOHET H TOHET H","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","33","1990","8","84000000","42260000","1","SIUP"
"USAHA BATIK TULIS-ROMLAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","25","1998","8","84000000","69800000","1","SIUP"
"USAHA BATIK TULIS - SULIHA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","25","1998","8","86000000","26960000","1","SIUP"
"USAHA BATIK TULIS-MURIDEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","28","1995","8","86000000","55500000","1","SIUP"
"USAHA BATIK TULIS-MUKARROMAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","86000000","78760000","1","SIUP"
"USAHA BATIK TULIS-PAUSIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","15","2008","8","87000000","31550000","1","SIUP"
"USAHA BATIK TULIS -NURTIMA","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","88000000","15680000","1","SIUP"
"USAHA BATIK TULIS -SUSI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","13","2010","8","88000000","30600000","1","SIUP"
"USAHA BATIK TULIS - MISTIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","28","1995","8","89000000","39190000","1","SIUP"
"USAHA BATIK TULIS -AMI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","28","1995","8","89000000","44750000","1","SIUP"
"USAHA BATIK TULIS -SUTIYAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","14","2009","8","90000000","29500000","1","SIUP"
"USAHA BATIK TULIS -HJ.HO","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","90000000","38000000","1","SIUP"
"USAHA BATIK TULIS -ROSLAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","21","2002","8","93000000","28700000","1","SIUP"
"USAHA BATIK TULIS - HALIMA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","93000000","57630000","1","SIUP"
"USAHA  BATIK TULIS/ MISTIYEH","DSN MONGGUH (KECAMATAN BLEGA)","22","2001","8","95000000","32650000","1","SIUP"
"USAHA BATIK TULIS -SUYATI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","22","2001","8","95000000","38600000","1","SIUP"
"USAHA BATIK TULIS -SIYAROH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","19","2004","8","95000000","41200000","1","SIUP"
"USAHA BATIK TULIS -YETI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","30","1993","8","95000000","56790000","1","SIUP"
"USAHA BATIK TULIS -RAHMASARI DEWI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","13","2010","8","96000000","31150000","1","SIUP"
"USAHA BATIK TULIS - HANINAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","32","1991","8","96000000","46320000","1","SIUP"
"USAHA BATIK TULIS-FATIMA","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","18","2005","8","97000000","34450000","1","SIUP"
"USAHA BATIK TULIS -MISEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","14","2009","8","97000000","46890000","1","SIUP"
"USAHA BATIK TULIS-HJ PITRIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","14","2009","8","98000000","43590000","1","SIUP"
"USAHA BATIK TULIS -HOIRIYEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","98000000","49650000","1","SIUP"
"USAHA BATIK TULIS -HJ.HOTIJEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","99000000","31200000","1","SIUP"
"USAHA BATIK TULIS -SUHA","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","20","2003","8","105000000","36750000","1","SIUP"
"USAHA BATIK TULIS -HJ.SUNIRAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","24","1999","8","105000000","42680000","1","SIUP"
"USAHA BATIK TULIS -SEINAB","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","28","1995","8","108000000","44700000","1","SIUP"
"USAHA BATIK TULIS -MARYAM","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","26","1997","8","110000000","32800000","1","SIUP"
"USAHA BATIK TULIS -ROMPANI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","19","2004","8","110000000","35250000","1","SIUP"
"USAHA BATIK TULIS-KOTSIYEH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","24","1999","8","110000000","48300000","1","SIUP"
"USAHA BATIK TULIS-FADILAH","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","22","2001","8","112000000","24600000","1","SIUP"
"USAHA BATIK TULIS -HORIYEH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","24","1999","8","112000000","26600000","1","SIUP"
"USAHA BATIK TULIS -ELI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","14","2009","8","112000000","32600000","1","SIUP"
"USAHA BATIK TULIS -NURHASANAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","112000000","38710000","1","SIUP"
"USAHA BATIK TULIS -SAMI","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","17","2006","8","112000000","48400000","1","SIUP"
"USAHA BATIK TULIS/ RUSMIYEH","DSN MONGGUH (KECAMATAN BLEGA)","20","2003","8","112000000","48750000","1","SIUP"
"USAHA BATIK TULIS -TOYYIBAH","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","15","2008","8","112000000","61200000","1","SIUP"
"USAHA BATIK TULIS - MAMI","DUSUN MONGGUH (KECAMATAN TANJUNG BUMI)","27","1996","8","112000000","86750000","1","SIUP"
"USAHA BATIK TULIS -SOTIYA","DUSUN JAMBANGAN (KECAMATAN TANJUNG BUMI)","21","2002","8","113000000","47800000","1","proses pengurusan"
